Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	1080
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	481	896.623	220.097	
	482	897.737	220.088	
	483	898.844	220.318	
	484	900.324	220.334	
	485	901.665	220.565	
	486	903.220	221.021	
	487	904.703	221.522	
	488	906.247	221.911	
	489	907.859	222.382	
	490	909.560	223.046	
	491	911.239	223.693	
	492	912.722	224.707	
	493	914.487	225.635	
	494	916.028	226.801	
	495	917.635	227.665	
	496	919.382	228.453	
	497	920.884	229.223	
	498	922.323	230.270	
	499	923.335	231.503	
	500	924.547	232.420	
	501	925.536	233.207	
	502	926.317	233.865	
	503	927.117	234.159	
	504	927.626	234.653	
	505	928.080	235.160	
	506	928.576	235.676	
	507	928.988	236.296	
	508	929.453	236.689	
	509	929.705	237.239	
	510	930.018	237.556	
	511	930.462	237.857	
	512	930.726	237.999	
	513	930.996	238.103	
	514	931.407	238.022	
	515	931.737	237.931	
	516	931.965	237.805	
	517	932.200	237.650	
	518	932.415	237.534	
	519	932.410	237.416	
	520	932.385	237.314	
	521	932.244	237.351	
	522	931.998	237.182	
	523	931.744	237.033	
	524	931.231	236.596	
	525	930.711	236.316	
	526	929.905	236.241	
	527	929.199	235.537	
	528	928.348	235.155	
	529	927.371	234.824	
	530	926.329	234.417	
	531	925.322	234.171	
	532	924.377	233.536	
	533	923.091	233.295	
	534	921.813	232.791	
	535	920.598	232.271	
	536	919.110	231.735	
	537	917.601	230.985	
	538	916.072	230.369	
	539	914.588	229.581	
	540	913.031	228.931	
	541	911.488	228.270	
	542	909.992	227.695	
	543	908.493	227.423	
	544	907.218	226.911	
	545	905.728	226.545	
	546	904.495	226.062	
	547	903.375	225.612	
	548	902.372	225.129	
	549	901.362	224.384	
	550	900.371	224.041	
	551	899.439	223.564	
	552	898.658	223.094	
	553	897.827	222.786	
	554	897.144	222.310	
	555	896.418	221.931	
	556	895.752	221.294	
	557	895.201	220.484	
	558	894.727	220.150	
	559	894.291	219.583	
	560	893.926	219.117	
	561	893.459	218.866	
	562	892.935	218.629	
	563	892.664	218.389	
	564	892.183	218.148	
	565	891.818	218.053	
	566	891.390	218.168	
	567	891.124	218.141	
	568	890.808	218.378	
	569	890.474	218.641	
	570	890.133	218.875	
	571	889.687	219.661	
	572	889.330	220.234	
	573	889.115	220.696	
	574	888.879	221.201	
	575	888.777	221.947	
	576	888.735	222.552	
	577	888.543	223.345	
	578	888.582	224.037	
	579	888.580	224.934	
	580	888.731	225.516	
	581	888.729	226.278	
	582	888.941	227.241	
	583	889.207	227.984	
	584	889.302	229.102	
	585	889.533	229.851	
	586	889.968	230.614	
	587	889.970	231.639	
	588	889.953	232.996	
	589	890.198	233.837	
	590	890.410	234.659	
	591	890.676	235.275	
	592	890.954	235.872	
	593	891.233	236.416	
	594	891.474	236.671	
	595	891.870	237.139	
	596	892.130	237.427	
	597	892.388	237.682	
	598	892.573	237.954	
	599	892.734	238.268	
	600	892.859	238.465	
	601	892.905	238.730	
	602	892.944	238.999	
	603	892.960	239.129	
	604	892.968	239.238	
	605	892.933	238.993	
	606	892.891	238.764	
	607	892.488	238.589	
	608	892.292	238.208	
	609	891.854	238.092	
	610	891.646	238.010	
	611	891.598	237.918	
	612	891.739	237.944	
	613	892.090	237.554	
	614	892.510	237.156	
	615	893.106	236.442	
	616	893.437	235.937	
	617	893.772	235.409	
	618	893.961	235.161	
	619	894.159	234.953	
	620	894.089	235.198	
	621	894.119	235.299	
	622	894.263	235.734	
	623	894.475	236.078	
	624	894.465	236.862	
	625	894.662	237.245	
	626	894.654	238.028	
	627	894.957	238.255	
	628	895.656	238.270	
	629	896.413	237.954	
	630	897.424	237.001	
	631	898.615	236.197	
	632	899.647	235.343	
	633	900.577	234.630	
	634	901.255	234.364	
	635	901.794	233.932	
	636	902.105	233.892	
	637	902.218	233.626	
	638	902.112	233.634	
	639	902.021	233.602	
	640	901.726	233.302	
	641	901.417	232.795	
	642	901.153	232.610	
	643	900.912	232.258	
	644	901.004	231.360	
	645	900.985	230.627	
	646	901.370	229.783	
	647	901.569	228.528	
	648	901.949	227.344	
	649	902.467	226.078	
	650	902.845	225.166	
	651	903.196	224.388	
	652	903.481	223.832	
	653	903.491	223.557	
	654	903.466	223.323	
	655	903.401	223.254	
	656	903.315	222.924	
	657	903.193	222.616	
	658	902.965	222.101	
	659	903.063	221.485	
	660	902.677	220.922	
	661	902.441	220.381	
	662	901.967	220.117	
	663	901.741	219.647	
	664	901.526	219.273	
	665	901.430	219.172	
	666	901.320	219.053	
	667	901.383	218.930	
	668	901.477	218.846	
	669	901.950	218.580	
	670	902.587	218.369	
	671	903.276	217.942	
	672	903.996	217.924	
	673	904.681	217.503	
	674	905.411	217.264	
	675	906.104	216.840	
	676	906.625	216.591	
	677	907.033	216.108	
	678	907.051	215.847	
	679	907.062	215.605	
	680	906.680	215.521	
	681	906.278	215.401	
	682	905.753	215.404	
	683	905.474	215.518	
	684	905.154	215.659	
	685	905.144	215.428	
	686	905.143	215.429	
	687	905.143	215.428	
	688	905.108	215.597	
	689	905.020	215.889	
	690	905.007	216.158	
	691	905.533	216.120	
	692	906.034	215.829	
	693	906.800	215.207	
	694	907.846	214.571	
	695	908.375	214.593	
	696	908.859	214.405	
	697	909.169	214.604	
	698	909.527	214.517	
	699	909.842	214.436	
	700	910.290	214.140	
	701	910.654	213.867	
	702	911.175	213.619	
	703	911.569	213.530	
	704	911.803	213.567	
	705	911.818	213.987	
	706	912.049	214.370	
	707	912.294	215.042	
	708	913.040	215.224	
	709	914.135	215.258	
	710	915.416	215.431	
	711	916.834	215.527	
	712	918.313	215.787	
	713	919.831	216.066	
	714	921.625	216.308	
	715	923.373	216.550	
	716	925.246	216.689	
	717	926.976	217.173	
	718	928.514	217.416	
	719	930.063	218.047	
	720	931.308	219.108	
	721	932.328	220.023	
	722	933.066	221.093	
	723	933.662	221.490	
	724	934.144	221.694	
	725	934.647	221.502	
	726	935.250	221.159	
	727	935.864	220.891	
	728	936.527	220.487	
	729	936.979	220.501	
	730	937.283	220.640	
	731	937.311	220.746	
	732	937.268	221.067	
	733	937.028	221.023	
	734	936.793	220.991	
	735	936.693	220.951	
	736	936.573	220.591	
	737	936.419	220.242	
	738	936.380	219.581	
	739	936.109	219.376	
	740	935.770	218.756	
	741	935.324	218.643	
	742	934.716	218.414	
	743	934.110	217.939	
	744	933.306	217.713	
	745	932.370	217.267	
	746	931.143	216.755	
	747	930.000	216.244	
	748	928.792	215.654	
	749	927.335	215.355	
	750	926.027	214.538	
	751	924.203	214.208	
	752	922.637	213.684	
	753	920.891	212.942	
	754	919.159	212.453	
	755	917.434	211.760	
	756	915.716	211.204	
	757	914.170	210.616	
	758	912.663	209.968	
	759	911.142	209.916	
	760	909.842	209.667	
	761	908.534	209.548	
	762	907.471	209.309	
	763	906.683	208.844	
	764	905.875	208.609	
	765	905.390	208.228	
	766	905.244	208.113	
	767	905.202	208.063	
	768	905.600	207.881	
	769	905.925	207.868	
	770	906.361	207.566	
	771	906.682	207.459	
	772	906.836	207.318	
	773	906.637	207.239	
	774	906.425	207.168	
	775	906.322	207.085	
	776	905.904	207.169	
	777	905.599	207.309	
	778	905.101	207.681	
	779	904.698	208.070	
	780	904.385	208.303	
	781	903.927	209.211	
	782	903.696	209.468	
	783	903.475	209.927	
	784	903.088	210.644	
	785	902.832	210.950	
	786	902.520	211.487	
	787	902.256	211.995	
	788	901.919	212.791	
	789	901.668	213.537	
	790	901.416	214.038	
	791	901.071	215.057	
	792	900.911	215.579	
	793	900.625	216.235	
	794	900.371	216.858	
	795	900.109	217.379	
	796	899.776	218.210	
	797	899.634	218.638	
	798	899.418	219.295	
	799	899.275	219.724	
	800	899.138	220.260	
	801	899.099	220.652	
	802	899.092	220.963	
	803	899.045	221.402	
	804	899.127	221.696	
	805	899.260	221.940	
	806	899.333	222.254	
	807	899.511	222.355	
	808	899.839	222.620	
	809	899.969	222.742	
	810	900.211	223.044	
	811	900.493	223.111	
	812	900.741	223.178	
	813	901.092	223.165	
	814	901.403	223.156	
	815	901.733	223.207	
	816	901.819	223.172	
	817	902.054	223.178	
	818	902.250	222.959	
	819	902.315	222.837	
	820	902.392	222.770	
	821	902.426	222.698	
	822	902.449	222.649	
	823	902.406	222.537	
	824	902.376	222.493	
	825	902.334	222.451	
	826	902.394	222.269	
	827	902.441	222.074	
	828	902.891	221.575	
	829	903.383	221.035	
	830	903.922	220.685	
	831	904.188	220.689	
	832	904.463	220.551	
	833	904.671	220.526	
	834	904.847	220.588	
	835	905.087	220.560	
	836	905.272	220.654	
	837	905.542	220.502	
	838	905.710	220.537	
	839	905.839	220.569	
	840	906.032	220.559	
	841	906.150	220.577	
	842	906.231	220.602	
	843	906.373	220.525	
	844	906.490	220.458	
	845	906.770	220.080	
	846	906.823	219.964	
	847	906.969	219.788	
	848	906.915	219.812	
	849	906.923	219.690	
	850	906.898	219.650	
	851	906.824	219.630	
	852	906.728	219.612	
	853	906.593	219.717	
	854	906.239	219.902	
	855	906.157	220.053	
	856	905.847	219.916	
	857	905.802	219.978	
	858	905.632	220.013	
	859	905.433	220.072	
	860	905.233	220.167	
	861	904.980	220.289	
	862	904.824	220.398	
	863	904.642	220.538	
	864	904.521	220.560	
	865	904.370	220.591	
	866	904.201	220.622	
	867	904.088	220.719	
	868	903.957	220.835	
	869	903.819	220.893	
	870	903.667	220.958	
	871	903.523	220.997	
	872	903.348	221.046	
	873	903.234	221.053	
	874	903.094	221.051	
	875	903.061	221.084	
	876	902.939	221.038	
	877	902.746	221.068	
	878	902.538	221.107	
	879	902.232	221.271	
	880	902.016	221.212	
	881	901.757	221.255	
	882	901.592	221.300	
	883	901.407	221.365	
	884	901.247	221.343	
	885	901.132	221.309	
	886	900.885	221.383	
	887	900.795	221.289	
	888	900.682	221.245	
	889	900.539	221.192	
	890	900.382	221.143	
	891	900.087	221.171	
	892	899.842	221.165	
	893	899.549	221.414	
	894	899.180	221.723	
	895	898.869	221.915	
	896	898.472	222.195	
	897	898.300	222.486	
	898	898.072	222.690	
	899	897.889	222.961	
	900	897.755	223.521	
	901	897.687	223.813	
	902	897.621	224.135	
	903	897.666	224.389	
	904	897.679	224.654	
	905	897.813	224.945	
	906	897.937	225.238	
	907	898.176	225.445	
	908	898.416	225.675	
	909	898.592	225.939	
	910	899.000	226.233	
	911	899.226	226.409	
	912	899.405	226.610	
	913	899.707	226.956	
	914	900.007	227.189	
	915	900.289	227.419	
	916	900.679	227.450	
	917	901.011	227.608	
	918	901.216	227.600	
	919	901.381	227.605	
	920	901.543	227.599	
	921	901.716	227.665	
	922	901.869	227.729	
	923	902.055	227.785	
	924	902.194	227.840	
	925	902.305	227.913	
	926	902.416	227.971	
	927	902.504	228.045	
	928	902.534	228.123	
	929	902.529	228.223	
	930	902.547	228.313	
	931	902.623	228.289	
	932	902.628	228.301	
	933	902.594	228.345	
	934	902.554	228.376	
	935	902.506	228.419	
	936	902.433	228.399	
	937	902.371	228.383	
	938	902.304	228.368	
	939	902.275	228.344	
	940	902.165	228.228	
	941	902.093	228.149	
	942	902.003	228.078	
	943	901.878	227.962	
	944	901.737	227.842	
	945	901.603	227.712	
	946	901.366	227.709	
	947	900.933	227.661	
	948	900.719	227.589	
	949	900.516	227.480	
	950	900.152	227.427	
	951	899.725	227.372	
	952	899.485	227.246	
	953	898.978	227.465	
	954	898.544	227.390	
	955	898.044	227.052	
	956	897.513	226.704	
	957	896.936	225.949	
	958	896.218	225.516	
	959	895.654	224.762	
	960	895.266	224.205	
	961	895.085	223.254	
	962	894.838	222.647	
	963	894.746	221.979	
	964	894.719	221.125	
	965	894.573	220.673	
	966	894.601	220.142	
	967	894.595	219.638	
	968	894.535	219.042	
	969	894.562	218.628	
	970	894.529	218.180	
	971	894.469	217.520	
	972	894.459	217.281	
	973	894.341	216.649	
	974	894.337	216.155	
	975	894.198	215.804	
	976	894.003	215.485	
	977	893.735	215.453	
	978	893.482	215.415	
	979	893.312	215.598	
	980	893.111	215.771	
	981	893.228	215.759	
	982	893.330	215.742	
	983	893.444	215.673	
	984	893.739	215.441	
	985	894.056	215.180	
	986	894.335	215.140	
	987	894.577	215.087	
	988	894.845	214.887	
	989	895.127	214.724	
	990	895.399	214.571	
	991	895.751	214.168	
	992	895.757	214.154	
	993	896.000	214.127	
	994	896.243	214.103	
	995	896.340	214.121	
	996	896.428	214.156	
	997	896.329	214.277	
	998	896.178	214.459	
	999	895.992	214.653	
	1000	895.845	214.825	
	1001	895.703	215.218	
	1002	895.549	215.595	
	1003	895.395	215.991	
	1004	895.147	216.438	
	1005	894.870	216.683	
	1006	894.424	217.196	
	1007	893.864	217.515	
	1008	892.853	217.952	
	1009	892.017	218.361	
	1010	890.767	219.126	
	1011	889.791	219.847	
	1012	888.749	220.804	
	1013	887.764	221.494	
	1014	886.960	222.193	
	1015	886.104	222.503	
	1016	885.388	222.817	
	1017	884.660	222.729	
	1018	884.037	222.651	
	1019	883.288	222.885	
	1020	882.597	223.049	
	1021	881.692	223.248	
	1022	880.882	223.520	
	1023	879.990	223.960	
	1024	879.467	224.241	
	1025	878.774	224.472	
	1026	878.197	224.873	
	1027	877.803	224.911	
	1028	877.711	224.309	
	1029	877.821	223.818	
	1030	878.495	222.910	
	1031	879.146	222.018	
	1032	879.582	221.492	
	1033	880.047	221.505	
	1034	880.348	221.891	
	1035	880.755	222.036	
	1036	880.970	222.700	
	1037	881.239	223.128	
	1038	881.294	223.464	
	1039	881.356	223.775	
	1040	881.497	223.825	
	1041	881.658	223.376	
	1042	882.242	222.584	
	1043	882.511	222.394	
	1044	883.010	221.607	
	1045	883.378	220.886	
	1046	883.557	220.725	
	1047	883.647	220.231	
	1048	883.710	219.937	
	1049	883.628	219.769	
	1050	883.690	219.359	
	1051	883.779	219.123	
	1052	883.919	218.886	
	1053	884.249	218.566	
	1054	885.008	218.481	
	1055	885.730	218.157	
	1056	886.612	217.780	
	1057	887.693	217.753	
	1058	888.964	217.697	
	1059	890.507	217.408	
	1060	892.077	217.293	
	1061	893.996	216.873	
	1062	895.990	216.445	
	1063	898.257	216.153	
	1064	900.904	215.599	
	1065	903.494	215.387	
	1066	906.044	215.466	
	1067	908.511	215.640	
	1068	910.826	216.010	
	1069	913.344	215.554	
	1070	915.591	214.519	
	1071	918.028	213.324	
	1072	920.269	211.940	
	1073	922.237	211.260	
	1074	923.708	210.479	
	1075	924.701	210.447	
	1076	925.723	210.474	
	1077	926.426	210.854	
	1078	926.891	211.414	
	1079	927.400	211.761	
	1080	927.842	212.098	
	1081	928.535	211.720	
	1082	929.205	211.342	
	1083	929.790	210.746	
	1084	930.482	210.114	
	1085	930.888	209.519	
	1086	931.314	209.013	
	1087	931.549	208.744	
	1088	931.737	208.598	
	1089	931.845	208.570	
	1090	931.643	209.011	
	1091	931.460	209.519	
	1092	931.109	210.104	
	1093	931.080	210.417	
	1094	930.972	210.637	
	1095	930.898	210.253	
	1096	931.142	209.432	
	1097	931.149	208.962	
	1098	931.331	208.136	
	1099	931.598	207.741	
	1100	931.884	207.565	
	1101	932.317	207.486	
	1102	932.362	207.884	
	1103	932.230	208.318	
	1104	931.964	208.811	
	1105	931.581	209.740	
	1106	931.199	210.282	
	1107	930.638	210.942	
	1108	930.359	210.922	
	1109	930.203	210.710	
	1110	930.018	210.513	
	1111	929.858	210.205	
	1112	929.705	209.864	
	1113	929.457	209.837	
	1114	929.232	209.832	
	1115	928.857	209.786	
	1116	928.529	209.868	
	1117	927.969	209.865	
	1118	927.286	209.845	
	1119	926.506	209.853	
	1120	925.579	209.878	
	1121	924.588	210.211	
	1122	923.561	210.277	
