Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	1080
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	248	907.327	326.225	
	249	910.221	327.698	
	250	910.221	327.698	
	251	912.242	332.519	
	252	914.682	338.541	
	253	916.894	346.178	
	254	918.405	356.188	
	255	919.155	368.742	
	256	919.254	383.599	
	257	918.408	398.451	
	258	917.165	413.158	
	259	915.725	427.441	
	260	913.530	441.634	
	261	913.530	441.634	
	262	912.286	454.221	
	263	910.458	467.872	
	264	908.766	480.401	
	265	906.595	491.260	
	266	904.659	500.311	
	267	903.330	507.278	
	268	902.539	512.953	
	269	902.031	515.989	
	270	901.792	517.600	
	271	901.748	517.840	
	272	902.027	517.615	
	273	903.011	517.474	
	274	904.065	518.276	
	275	905.800	520.446	
	276	907.694	523.479	
	277	908.911	526.912	
	278	910.348	530.356	
	279	911.826	533.141	
	280	913.400	536.280	
	281	914.565	539.947	
	282	915.887	544.654	
	283	917.456	549.776	
	284	919.157	553.538	
	285	920.080	554.365	
	286	920.302	553.602	
	287	919.820	552.586	
	288	919.001	551.759	
	289	917.867	551.672	
	290	917.108	552.389	
	291	916.607	553.389	
	292	916.120	553.649	
	293	915.378	552.954	
	294	914.825	551.620	
	295	914.457	550.935	
	296	914.404	551.006	
	297	915.114	551.460	
	298	915.460	550.690	


End of Keyframe Data

