Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	1080
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	235	1106.757	191.807	
	236	1106.770	191.802	
	237	1106.715	191.654	
	238	1106.746	191.516	
	239	1106.761	191.334	
	240	1106.854	191.074	
	241	1106.912	190.584	
	242	1106.892	190.042	
	243	1106.730	189.434	
	244	1106.496	189.147	
	245	1106.210	189.076	
	246	1105.996	189.395	
	247	1105.792	190.069	
	248	1105.703	190.811	
	249	1105.698	191.735	
	250	1105.788	192.352	
	251	1105.773	192.615	
	252	1105.831	192.819	
	253	1105.972	192.797	
	254	1106.058	192.832	
	255	1106.162	192.921	
	256	1106.241	193.050	
	257	1106.282	193.136	
	258	1106.282	193.135	
	259	1106.313	193.227	
	260	1106.313	193.226	
	261	1106.321	193.237	
	262	1106.161	193.183	
	263	1106.161	193.183	
	264	1106.161	193.183	
	265	1106.011	193.165	
	266	1105.827	193.170	
	267	1105.799	193.162	
	268	1105.716	193.163	
	269	1105.584	193.158	
	270	1105.258	193.012	
	271	1104.973	192.834	
	272	1104.882	192.710	
	273	1104.892	192.720	
	274	1104.983	192.716	
	275	1105.122	192.734	
	276	1105.396	192.727	
	277	1105.717	192.708	
	278	1105.974	192.706	
	279	1106.247	192.492	
	280	1106.776	192.108	
	281	1107.187	191.746	
	282	1107.755	191.429	
	283	1108.625	191.048	
	284	1109.559	190.819	
	285	1110.648	190.621	
	286	1111.850	190.265	
	287	1113.105	189.971	
	288	1114.386	189.698	
	289	1115.645	189.479	
	290	1116.945	189.551	
	291	1118.245	189.898	
	292	1119.676	190.492	
	293	1121.035	191.249	
	294	1122.330	192.024	
	295	1123.812	192.628	
	296	1125.084	193.145	
	297	1126.109	193.546	
	298	1127.430	193.665	
	299	1128.394	193.706	
	300	1129.562	193.821	
	301	1130.610	193.991	
	302	1131.580	194.427	
	303	1132.770	194.825	
	304	1133.753	195.152	
	305	1134.757	195.352	
	306	1135.738	195.642	
	307	1136.715	195.893	
	308	1137.692	196.096	
	309	1138.532	196.301	
	310	1139.516	196.321	
	311	1140.354	196.453	
	312	1141.300	196.521	
	313	1141.872	196.449	
	314	1142.322	195.864	
	315	1142.774	194.895	
	316	1143.264	193.736	
	317	1143.910	192.619	
	318	1144.626	191.635	
	319	1145.198	190.941	
	320	1145.888	190.513	
	321	1146.556	190.263	
	322	1147.081	190.235	
	323	1147.334	190.495	
